id,stats_inc_id,team_id,playerstats_id,first,last,num,pos,import_status,height,weight,birthdate,birthplace,college,yrsteam,yrsleague,ros_status,created_at
1801,,10,0,Kevin,Timothee,43,11,1,5.11,191,1981-11-30,"Rockland County, NY","Florida International",1,1,4,"2008-04-18 11:42:21"
1803,,10,0,Bernard,Holsey,91,15,1,6.02,286,1973-10-10,"Cave Spring, GA",Duke,1,1,4,"2008-04-18 11:42:21"
1805,386718,10,135414,Warren,Kean,16,16,0,6.01,200,1984-06-21,"Dundas, ON",Concordia,2,3,4,
1807,,10,0,Patrick,Bugg,84,4,1,6.05,215,1984-05-01,"Harrodsburg, KY","Eastern Kentucky",1,1,4,"2008-04-18 11:42:21"
1809,158004,10,122633,Shannon,James,37,13,1,5.10,205,1983-12-28,"Bridgeport, CT",Massachusetts,2,6,3,
1811,134077,10,120386,Brandon,Haw,4,11,1,6.00,198,1980-08-19,"Cheverly, MD",Rutgers,1,1,4,"2008-04-18 11:42:21"
1813,,10,0,Lynaris,Elpheage,0,10,1,,0,,,,0,0,4,"2008-04-18 11:42:21"
1815,,10,0,Russell,Green,44,13,1,,0,,,,0,0,4,"2008-04-18 11:42:21"
1817,,10,0,Abdual,Howard,0,11,1,6.00,209,1979-01-27,"Quincy, FL","Florida State",1,1,4,"2008-04-18 11:42:21"
1819,,10,0,Tony,Stubbs,45,13,1,,0,,,,0,0,4,"2008-04-18 11:42:21"
1821,,10,0,Deion,Holts,43,14,1,,0,,,,0,0,4,"2008-04-18 11:42:21"
1823,,10,0,Tony,Akpan,97,14,1,6.06,282,1982-07-23,"Akwa-Ibom, Nigeria",Hawaii,1,1,4,"2008-04-18 11:42:21"
1825,,10,0,Randy,McAuley,34,2,0,5.10,195,1984-10-01,"London, ON","Western Ontario",1,1,4,"2008-04-18 11:42:21"
1827,,10,0,Tyjuan,Massey,83,4,0,,0,,,,0,0,4,"2008-04-18 11:42:21"
1829,,12,,Jeffrey,Hecht,24,13,0,5.10,202,1985-04-24,"Edmonton, AB","Saint Mary's",1,1,3,
1831,184777,11,110078,Willie,Pile,10,13,1,6.03,210,1980-05-25,"New York, NY","Virginia Tech",6,6,3,
1833,245938,10,127573,Chijioke,Onyenegecha,16,11,1,6'2,215,1983-03-15,"El Sobrante, CA",Oklahoma,1,2,3,
1835,,10,0,Travis,Glasford,31,2,1,,0,,,,0,0,4,"2008-04-18 11:42:21"
1837,,10,0,R.J.,Oliver,11,11,1,5.09,178,1984-04-22,"Columbus, OH","Arizona State",1,1,4,"2008-04-18 11:42:19"
1839,,10,0,E.Z.,Smith,50,7,0,,0,,,,0,0,4,"2008-04-18 11:42:21"
1841,,10,0,Christopher,Milo,7,17,0,5.10,183,1986-11-02,"Montr?al, QC","St. L?onard Jr.",1,1,4,"2008-04-18 11:42:21"
1843,,10,0,Jesse,Palmer,7,1,0,6.02,225,1978-05-10,"Nepean, ON",Florida,1,1,4,"2008-04-18 11:42:21"
1845,251149,10,115715,Antonio,Hall,58,9,1,6.04,290,1982-03-28,"Canton, OH",Kentucky,1,4,3,
1847,,10,,Ryan,McFoy,32,11,1,6.01,210,1988-07-29,"Pomona, CA","Arizona State",1,1,3,
1849,544607,9,158149,Kristian,Matte,51,7,0,6.04,296,1985-09-03,"St. Hubert, QC",Concordia,3,3,3,
1851,,10,0,Cody,Hodges,10,1,1,6.02,210,1982-11-20,"Hereford, TX","Texas Tech",1,1,4,"2008-04-18 11:42:21"
1853,,10,115653,Todd,Mortensen,18,1,1,6.04,225,1979-06-12,"Tempe, Arizona","San Diego",1,1,4,"2008-04-18 11:42:21"
1855,,10,0,Robert,Reed,80,4,1,5.10,178,1980-09-01,"Dayton, OH","Bowling Green State",1,1,4,"2008-04-18 11:42:21"
1857,141064,10,130302,James,Bethea,29,11,1,6.00,190,1982-09-24,"Reseda, CA",California,2,2,4,"2008-04-18 11:42:21"
1859,,10,0,Carl,Ford,82,4,1,6.00,182,1980-10-08,"Monroe, MI",Toledo,1,1,4,"2008-04-18 11:42:21"
1861,,10,106158,Anthony,Floyd,33,11,1,5.10,199,1981-02-01,"Youngstown, OH",Louisville,1,1,4,"2008-04-18 11:42:21"
1863,145829,10,119655,Mondoe,Davis,42,13,1,6.01,235,1982-03-19,,Delaware,1,1,4,"2008-04-18 11:42:21"
1865,158460,,118341,Mark,Estelle,31,10,1,5.09,185,1981-07-29,"Compton, CA","Utah State",6,6,,
1867,,10,0,Jeremy,Carter,19,4,1,5.11,194,1979-11-20,"Durham, NC","East Carolina",1,1,4,"2008-04-18 11:42:21"
1869,,10,0,C.J.,Jones,82,4,1,5.11,188,1980-09-20,"Boynton Beach, FL",Iowa,1,1,4,"2008-04-18 11:42:18"
1871,,10,0,Atnas,Maeko,86,4,0,6.02,200,1980-06-23,"Mozambique, East Africa","Saint Marys",1,1,4,"2008-04-18 11:42:17"
1873,140965,10,124026,Nate,Curry,84,4,1,5.10,195,1982-03-11,"Miami, Florida","Georgia Tech",1,2,4,"2008-04-18 11:42:17"
1875,143707,10,111220,Alain,Kashama,77,14,0,6.04,270,1979-12-08,"Montréal, QC",Michigan,1,4,3,
1877,143075,10,119583,Robert,Rodriguez,43,13,1,6.00,235,1981-12-25,"El Paso, TX",UTEP,2,2,4,"2008-04-18 11:42:21"
1879,145410,10,107888,Matt,Grootegoed,6,13,1,5.11,215,1982-05-06,"Fountain Valley, CA","Southern California",4,4,3,
1881,,10,111274,Brendan,Mahoney,19,5,0,6.03,200,1981-04-19,"Cochrane, AB","Simon Fraser",1,1,4,"2008-04-18 11:42:21"
1883,251464,10,120320,Lance,Frazier,15,11,1,5.10,192,1981-05-23,"Del Ray Beach, FL","West Virginia",7,7,3,
1885,,10,0,Dana,Segin,0,16,0,,0,,,"Saint Marys",0,0,4,"2008-04-18 11:42:21"
1887,251410,10,119737,Dwight,Anderson,33,11,1,5.11,188,1981-07-05,"Spanish Town, Jamaica","South Dakota",1,8,19,
1889,171623,10,74873,Marc,Boerigter,89,4,1,6.03,220,1978-05-04,"Hastings, Nebraska",Hastings,1,3,4,"2008-04-18 11:42:21"
1891,251486,9,112008,Fred,Stamps,2,5,1,6.00,188,1981-12-10,"New Orleans, LA",Louisiana-Lafayette,1,9,3,
1893,,30,0,C,C,48,2,0,5.11,220,1981-01-06,"Edmonton, AB",UBC,1,1,4,
1895,385980,,131010,Mike,Renaud,9,17,0,6.02,214,1983-05-25,"Ottawa, ON",Concordia,6,6,3,
1897,,10,0,Wayne,Desmond,12,4,0,6.00,205,,"Montreal, QC",Ottawa,1,1,4,"2008-04-18 11:42:19"
1899,383454,5,157985,Bryant,"Turner Jr.",92,15,1,6.02,266,1987-11-25,"Mobile, AB",Alabama-Birmingham,5,5,9,
1901,,10,0,Brian,Devlin,30,16,0,6.00,175,1978-07-05,"Sarnia, ON","Wilfrid Laurier",1,1,4,"2008-04-18 11:42:21"
1903,,10,0,Ronald,Jones,36,11,1,5.10,188,1982-09-25,,"Texas A&M",1,1,4,"2008-04-18 11:42:21"
1905,,10,0,Montrell,Jones,80,4,1,6.01,198,1982-02-27,,Louisville,1,1,4,"2008-04-18 11:42:21"
1907,230970,10,156477,Alex,Buzbee,96,21,1,6.04,266,1984-11-27,"Memphis, TN",Georgetown,2,2,3,
1909,,10,0,Michael,Nattiel,25,13,1,6.00,228,1980-08-11,"Gainesville, Florida",Florida,1,1,4,"2008-04-18 11:42:21"
1911,386050,10,131504,Bruce,Perry,1,2,1,5.10,200,1981-03-22,"Philadelphia, PA",Maryland,1,1,4,"2008-04-18 11:42:22"
1913,,10,0,Malcolm,Postell,0,13,1,6.01,235,1982-03-08,"Keyport, New Jersey",Pittsburg,1,1,4,"2008-04-18 11:42:21"
1915,154735,30,119521,Jamacia,Jackson,6,13,1,6.01,210,1981-09-19,"Sumter, SC","South Carolina",1,1,4,"2008-04-18 11:42:21"
1917,,10,0,Al,Washington,51,21,1,6.01,280,1984-04-22,"Columbus, OH","Boston College",1,1,4,"2008-04-18 11:42:21"
1919,25725,10,131508,Ray,Perryman,24,13,1,6.00,213,1978-11-27,"Phoenix, AZ","Northern Arizona",1,1,4,"2008-04-18 11:42:21"
1921,,10,0,Morris,Virgil,24,11,1,5.10,208,1983-04-05,"Chicago, IL",Illinois,1,1,4,"2008-04-18 11:42:21"
1923,75682,11,94061,DeVone,Claybrooks,95,15,1,6.03,300,1977-09-15,"Martinsville, OH","East Carolina",3,5,15,
1925,,11,34997,Jermaine,Haley,99,21,1,6.03,300,1973-02-23,"Fresno, CA","Butte Junior College",1,3,3,"2008-04-18 11:42:21"
1927,596956,2,170193,Anthony,Parker,86,4,0,6.02,217,1989-11-21,"Vancouver, BC",Calgary,5,5,3,
1929,,10,64689,Winston,October,9,4,0,5.08,170,1976-07-12,,Richmond,0,0,4,"2008-04-18 11:42:21"
1931,,10,0,Michael,Gholar,0,11,1,6.04,0,,,"Mississippi State",1,1,4,"2008-04-18 11:42:21"
1933,,10,0,Richard,Smith,0,4,1,5.11,185,1980-07-16,"Shreveport, LA",Arkansas,1,1,4,"2008-04-18 11:42:21"
1935,,10,0,Taco,Wallace,86,4,1,6.00,198,1981-04-14,"Los Angeles, CA","Kansas State",1,1,4,"2008-04-18 11:42:21"
1937,,10,72286,Jamel,White,32,2,1,5.09,222,1978-02-11,"Los Angeles, CA","South Dakota",1,1,4,"2008-04-18 11:42:21"
1939,,10,0,Jeris,McIntyre,81,4,1,6.00,203,1981-07-04,"Tampa Bay, FL",Auburn,1,1,4,"2008-04-18 11:42:21"
1941,,10,0,Derrick,Gray,76,21,1,6.04,265,1985-11-11,"Silver Spring, MD","Texas Southern",1,1,,
1943,,10,0,Ray,Williams,13,11,1,6.03,203,1983-11-11,"Montego Bay, Jamaica",Purdue,1,1,4,"2008-04-18 11:42:21"
1945,,10,0,Anthony,Plante-Ajah,25,11,0,5.10,196,1983-03-05,"Ottawa, ON",Ottawa,0,0,4,"2008-04-18 11:42:21"
1947,226737,10,135422,Jason,Nedd,24,11,0,5.10,196,1981-09-07,"St. Hubert, QC",Akron,3,3,3,"2008-04-18 11:42:21"
1949,,10,0,Justin,Amoah,20,11,0,5.09,174,1983-09-23,"Mississauga, ON",Brown,0,0,4,"2008-04-18 11:42:21"
1951,,10,0,Jean-Philip,Provencher,27,11,0,5.10,185,1983-08-16,"Trois-Rivi?res, QC",Montr?al,0,0,4,"2008-04-18 11:42:21"
1953,,10,0,Travis,Noel,37,11,0,6.00,220,1983-05-05,"Toronto, ON","St. Francis Xavier",1,1,4,"2008-04-18 11:42:21"
1955,,10,0,Maxime,Gagnier,23,11,0,5.08,176,1982-12-19,"Trois-Rivi?res, QC",Montr?al,0,0,4,"2008-04-18 11:42:21"
1957,,10,0,Tyrone,Roue,30,11,0,5.10,206,1985-02-28,"Dartmouth, NS","Saint Marys",0,0,4,"2008-04-18 11:42:21"
1959,,30,0,a,a,36,11,1,5.09,178,1985-06-14,"Richmond, BC","British Columbia",2,2,4,
1961,386783,10,136028,Yves,Hercule,14,13,0,6.02,195,1981-09-10,"Roxboro, QC",Laval,2,2,4,"2008-04-18 11:42:21"
1963,,10,0,Jesse,Card,21,11,0,5.10,174,1983-11-08,"Ottawa, ON",McMaster,0,0,4,"2008-04-18 11:42:21"
1965,,10,0,George,Polyzois,26,11,0,5.11,188,1984-03-19,"Toronto, ON",Toronto,0,0,4,"2008-04-18 11:42:21"
1967,,10,0,Marc,Beswick,21,11,0,6.00,187,1983-01-23,"Vancouver, BC","Saint Marys",0,0,4,"2008-04-18 11:42:23"
1969,286242,2,135423,Corey,Mace,99,21,0,6.03,286,1985-12-22,"Vancouver, BC",Wyoming,6,6,9,
1971,386715,10,135440,Michael,Jean-Louis,93,15,0,6.00,280,1982-03-14,"Granby, QC",Laval,1,1,4,"2008-04-18 11:42:21"
1973,385992,10,135432,Chris,"Van Zeyl",54,25,0,6.06,310,1983-09-04,"Fonthill, Ontario",McMaster,3,3,,
1975,454305,3,135447,Andrew,Jones,64,9,0,6.03,316,1982-10-29,"Toronto, ON",McMaster,2,8,3,
1977,,10,0,Simon,Ouellette,96,21,0,6.04,273,1982-09-23,"Laval, QC",Montr?al,0,0,4,"2008-04-18 11:42:21"
1979,386788,10,136301,Jeff,Robertshaw,72,14,0,6.03,260,1983-03-27,"Hamilton, ON",McMaster,5,5,,
1981,,10,0,Tomas,Dolezel,91,21,0,6.03,289,1984-08-13,"London, ON","Western Ontario",0,0,4,"2008-04-18 11:42:21"
1983,386792,10,135434,Yannick,Carter,48,13,0,6.01,220,1984-02-05,"Pickering, ON","Wilfrid Laurier",3,9,3,
1985,454360,10,135444,Éric,Maranda,54,13,0,6.01,235,1982-07-03,"St-Georges de Beauce, QC",Laval,1,1,4,"2008-04-18 11:42:21"
1987,,10,0,Justin,Phillips,5,13,0,6.03,232,1985-04-24,"Kitchener, ON","Wilfrid Laurier",0,0,4,"2008-04-18 11:42:21"
1989,,10,0,Stephen,Wilson,40,13,0,5.11,195,1982-01-29,"Regina, SK","University of Regina",0,0,4,"2008-04-18 11:42:21"
1991,,10,0,Clark,Gates,51,13,0,6.07,235,1984-05-02,"Regina, SK",Regina,0,0,4,"2008-04-18 11:42:21"
1993,,10,0,Cheeler,Lindor,52,13,0,5.10,196,1981-09-09,"Ottawa, ON",Ottawa,0,0,4,"2008-04-18 11:42:21"
1995,,10,0,Mike,Sheridan,55,13,0,6.02,200,1984-09-14,"Mississauga, ON",Ottawa,0,0,4,"2008-04-18 11:42:21"
1997,333489,10,157784,Ray,Fisher,6,4,1,5.09,190,1987-09-12,"Cleveland, OH",Indiana,1,1,3,
1999,386753,4,135448,Chris,Getzlaf,89,5,0,6.01,208,1983-01-09,"Regina, SK",Regina,9,9,3,
2001,,30,0,B,S,0,4,0,0,0,,,,,,4,
2003,386681,30,135463,Greg,Hetherington,81,5,0,6.04,220,1983-05-10,"Toronto, ON",McGill,1,2,4,"2008-04-18 11:42:21"
2005,339932,10,158502,Derek,Douglas,29,11,1,6.00,185,1985-08-22,"Columbus, GA",Tuskegee,1,1,3,
2007,,10,0,Andrew,Baechler,80,5,0,5.09,176,1984-01-02,"Ayr, ON","Wilfrid Laurier",0,0,4,"2008-04-18 11:42:21"
2009,,10,135868,Yves,Bériault,83,4,0,5.10,166,1983-12-01,"Ottawa, ON",Montréal,1,1,4,"2008-04-18 11:42:21"
2011,386505,1,170196,Marco,Iannuzzi,87,4,0,6.01,195,1987-05-21,"Calgary, AB",Harvard,5,5,3,
2013,454401,,143306,Daryl,Stephenson,30,2,0,6.02,228,1985-10-08,"London, ON",Windsor,2,7,,
2015,386708,4,136256,Rob,Bagg,6,4,0,6.00,192,1985-02-03,"Kingston, ON",Queen's,8,8,3,
2017,386790,,136315,Kyle,Koch,63,6,0,6.02,310,1984-12-10,"Kenora, ON",McMaster,1,6,15,
2019,386768,10,135425,Eric,Ince,57,9,0,6.04,296,1981-04-04,"Vancouver, BC","Saint Marys",1,1,4,"2008-04-18 11:42:22"
2021,,10,0,Ryan,Karhut,60,7,0,6.04,315,1981-09-09,"Regina, SK",Manitoba,1,1,4,"2008-04-18 11:42:22"
2023,,10,0,Sean,Brown,52,6,0,6.03,283,1985-01-17,"Edmonton, AB",Alberta,1,1,4,
2025,,10,0,Kevin,Kelly,63,9,0,6.01,314,1983-09-16,"Ottawa, ON",Ottawa,0,0,4,"2008-04-18 11:42:22"
2027,,10,0,Derek,Weber,68,9,0,6.03,261,1983-11-25,"Whitby, ON","Saint Marys",0,0,4,"2008-04-18 11:42:22"
2029,,10,0,Sean,O'Donnell,65,9,0,6.03,298,1984-09-19,"Nanaimo, BC",Queens,0,0,4,"2008-04-18 11:42:22"
2031,,10,0,Ben,Walsh,67,9,0,6.00,288,1985-09-18,"Vancouver, BC",McGill,0,0,4,"2008-04-18 11:42:22"
2033,,12,,Daud,Semalulu,81,4,0,6.02,215,,"Gatineau, QC",Ottawa,1,1,3,
2035,,10,143843,Pierre-Luc,Yao,35,2,0,5.10,205,1982-11-04,"Quebec, QC",Laval,2,2,3,"2008-04-18 11:42:22"
2037,,10,0,Scott,Stevens,5,2,0,5.11,199,1985-05-10,"Moose Jaw, SK",Saskatchewan,0,0,4,"2008-04-18 11:42:22"
2039,616563,5,158368,Michel-Pierre,Pontbriand,39,3,0,6.02,230,1983-03-04,"Saint-Sauveur, QC",Laval,5,5,3,
2041,386047,7,135662,Andre,Durie,32,5,0,5.10,195,1981-07-27,"Mississauga, ON",York,9,9,9,
2043,,10,0,Pearce,Akpata,1,2,0,6.00,215,1983-07-15,"Vancouver, BC",York,0,0,4,"2008-04-18 11:42:22"
2045,184706,10,92588,Corey,Jenkins,19,13,1,6.01,228,1976-08-25,"Columbia, SC","South Carolina",1,1,4,"2008-04-18 11:42:20"
2047,,10,0,Kai,Parham,49,13,1,6.03,247,1984-03-15,"Berkeley, CA",Virginia,1,1,4,"2008-04-18 11:42:20"
2049,160595,10,133414,Derham,Cato,92,15,1,6.04,295,1982-07-28,"Charlotte, NC",Dartmouth,1,1,4,"2008-04-18 11:42:20"
2051,65986,10,113289,Byron,Parker,20,10,1,6.00,220,1981-03-07,"Madisonville, KY",Tulane,1,9,3,
2053,,10,0,Josh,Buhl,48,13,1,6.00,212,1981-05-04,"Mesquite, TX","Kansas State",1,1,4,"2008-04-18 11:42:21"
2055,214266,10,131483,Brandon,Ala,92,21,1,6.03,267,1984-01-23,"Waianae, HI",Washington,2,1,4,"2008-04-18 11:42:21"
2057,25716,10,79502,Mike,McMahon,12,1,1,6.02,210,1979-02-08,"Pittsburgh, PA",Rutgers,1,1,4,"2008-04-18 11:42:22"
2059,,10,0,Kody,Bliss,38,16,1,5.10,173,1985-02-21,"Enid, OK",Auburn,1,1,4,"2008-04-18 11:42:22"
2061,,10,0,Eugene,Baker,80,4,1,6.01,167,1976-03-18,"Monroeville, PA","Kent State",1,1,4,"2008-04-18 11:42:22"
2063,161176,10,102431,Todd,Devoe,83,4,1,6.01,210,1980-04-05,"Ft. Lauderdale, FL","Central Missouri State",1,1,4,"2008-04-18 11:42:22"
2065,,10,0,Joshua,Tinch,0,4,0,6.03,223,1982-08-08,"Albany, GA",Louisville,1,1,4,"2008-04-18 11:42:17"
2067,,30,0,Jarrett,Payton,33,2,1,6.00,220,1980-12-26,"Chicago, IL","Miami (FL)",2,2,4,
2069,143938,10,129742,Brian,Bratton,85,4,1,5.10,185,1982-07-31,"Wheeling, WV",Furman,6,6,3,
2071,,10,0,Tres,Moses,0,4,1,5.09,186,1982-10-18,"Delray Beach, FL",Rutgers,1,1,4,"2008-04-18 11:42:22"
2073,,10,0,Kendall,Newson,8,4,1,6.01,195,1980-03-05,"Decatur, Georgia","Middle Tennessee State",1,1,4,"2008-04-18 11:42:22"
2075,,10,0,Jovan,Witherspoon,88,4,1,6.03,212,1981-08-13,"Fort Wayne, Indiana","Central Michigan",1,1,4,"2008-04-18 11:42:22"
2077,,10,0,Andrew,Battle,0,14,1,6.04,235,1981-07-21,"Allentown, PA",Indiana-Penn,1,1,4,"2008-04-18 11:42:22"
2079,,10,0,Isaiah,Dottin-Carter,37,13,1,6.02,205,1984-01-16,"Somerville, MA","James Madison",1,1,4,"2008-04-18 11:42:22"
2081,,10,0,Taylor,Stubblefield,89,4,1,6.01,182,1982-01-21,"Yakima, Washington",Purdue,2,2,4,"2008-04-18 11:42:22"
2083,385971,,126061,Ryan,Lucas,94,15,0,6.06,282,1984-10-23,"Vancouver, BC","Western Washington",3,6,15,
2085,,10,0,Kevin,Winston,0,14,1,6.03,230,1984-10-17,"Beltville, MD","James Madison",1,1,4,"2008-04-18 11:42:22"
2087,146593,10,88238,Timmy,Chang,17,1,1,6.02,207,1981-10-09,"Honolulu, HI",Hawaii,1,2,3,"2008-04-18 11:42:18"
2089,,10,0,Vernell,Brown,0,10,1,5.08,165,1982-12-10,"Gainesville, FL",Florida,1,1,4,"2008-04-18 11:42:22"
2091,215368,10,134154,"Jo Jo",Walker,77,4,1,5.09,169,1983-01-06,"Midland, TX",Maryland,3,3,3,"2008-04-18 11:42:22"
2093,161575,10,133785,"Sir James",Delgardo,21,11,1,5.11,180,1982-10-21,"Seattle, Washington","Texas-El Paso",1,1,4,"2008-04-18 11:42:21"
2095,25621,10,98297,Quinton,Caver,91,14,1,6.04,241,1978-08-22,"Anniston, Alabama",Arkansas,1,1,4,"2008-04-18 11:42:22"
2097,,10,0,Quince,Holman,96,21,1,6.04,270,1983-01-21,"Woodbridge, Illinois","Northern Illinois",1,1,4,"2008-04-18 11:42:20"
2099,,10,0,Terrence,Wood,26,11,1,5.10,180,1979-05-21,"San Francisco, California",Colorado,1,1,4,"2008-04-18 11:42:22"
2101,386050,10,131504,Bruce,Perry,1,2,1,5.10,200,1981-03-22,,Maryland,1,1,4,"2008-04-18 11:42:22"
2103,116714,10,119453,Kliff,Kingsbury,16,1,1,6.03,220,1979-08-09,"San Antonio, TX","Texas Tech",1,1,4,"2008-04-18 11:42:22"
2105,,30,0,A,A,0,1,0,,0,,,,0,0,4,"2008-04-18 11:42:22"
2107,597301,10,158255,Mathieu,Boulay,77,3,0,6.02,250,1987-11-23,"Montreal, QC",Bishop's,2,2,3,
2109,,10,0,Woodly,Telfort,59,8,1,"6,06",324,1982-10-10,"Miami, Florida","Northwestern State",1,1,4,"2008-04-18 11:42:22"
2111,,10,0,Henry,Tellis,0,8,1,"6,05",315,1980-12-15,"Montgomery, Alabama",Troy,1,1,4,"2008-04-18 11:42:22"
2113,,10,0,"DeRodick ?Keyon?",Nash,42,11,1,6.03,215,1979-03-11,"Colquitt, Georgia","Albany State",1,1,4,"2008-04-18 11:42:22"
2115,230852,10,135430,Josh,Bean,43,13,0,6.01,230,1982-11-10,"Calgary, AB","Boise State",1,1,3,
2117,,10,0,Matt,Hale,0,1,0,6.05,221,1984-04-28,"Windsor, ON",Syracuse,0,0,4,"2008-04-18 11:42:20"
2119,,30,0,k,c,0,4,0,5.08,178,1982-05-04,"Montreal, QC","Boston College",0,0,4,
2121,246419,10,110856,Eric,Taylor,79,21,1,6.02,309,1981-12-14,"Winchester, TN",Memphis,1,8,3,
2123,,10,0,James,Judges,0,14,0,6.06,247,1983-10-27,"Scarborough, ON",Buffalo,1,1,4,"2008-04-18 11:42:22"
2125,,10,0,Mike,Gyetvai,3,8,0,6.07,307,1984-05-15,"LaSalle, ON","Michigan State",0,0,4,"2008-04-18 11:42:22"
2127,144334,10,136099,Khari,Long,92,14,1,6.04,265,1982-05-23,"Wichita Falls, TN",Baylor,1,2,3,
2129,337194,,135437,Donovan,Alexander,4,11,0,6.00,182,1985-04-03,"Winnipeg, MB","North Dakota",1,7,3,
2131,,10,0,Reggie,Bradshaw,46,2,0,6.00,216,1984-03-04,"New Westminster, BC",Montana,1,1,3,"2009-05-19 16:49:21"
2133,247186,3,135442,Calvin,McCarty,31,3,0,5.10,215,1984-11-02,"Muskogee, OK","Western Washington",9,9,3,
2135,,10,0,Eugene,Boakye,0,13,0,6.04,234,1984-09-20,"Accra, Ghana",McMaster,1,1,4,"2008-04-18 11:42:22"
2137,,10,0,Richard,Yalowsky,0,8,0,6.05,295,1980-08-27,"Coquitlam, BC",Calgary,1,1,4,"2008-04-18 11:42:22"
2139,,10,0,Randy,McAuley,0,2,0,5.11,195,,,"Western Ontario",0,0,4,"2008-04-18 11:42:22"
2141,,10,0,Brian,Jones,64,9,0,6.01,280,1983-04-26,"LaSalle, ON",Windsor,1,1,4,"2008-06-02 21:32:49"
2143,385939,10,135427,Darryl,Conrad,68,9,0,6.03,312,1984-07-08,"Winnipeg, MB",Manitoba,2,2,3,"2008-04-18 11:42:22"
2145,,,0,Pat,MacDonald,0,14,0,6.02,247,,"Oakville, ON",Alberta,0,0,,"2008-04-18 11:42:22"
2147,,10,0,Ryan,Ackerman,0,9,0,6.03,295,1985-08-09,Regina,Regina,1,1,4,"2008-06-09 16:40:33"
2149,,12,,Callan,Exeter,2,11,0,6.02,187,1985-03-13,"Ajax, ON","Mount Allison",1,1,3,
2151,,10,0,Sean,Simms,91,21,0,6.05,275,1982-05-22,"Etobicoke, ON",York,1,1,4,"2008-04-18 11:42:22"
2153,,10,0,Hazlett,Ian,0,13,0,6.02,220,,"Sault Ste. Marie, ON",Queens,0,0,4,"2008-04-18 11:42:22"
2155,,10,0,Kyle,Kirkwood,65,9,0,6.05,281,1987-03-10,"Sudbury, ON",Ottawa,1,1,4,"2008-04-18 11:42:22"
2157,,10,0,Michael,Goncalves,49,14,0,6.00,245,1981-11-06,"Toronto, ON",Toronto,1,1,4,"2008-04-18 11:42:22"
2159,,10,0,Braden,Smith,87,4,0,6.05,205,1985-11-30,"Nanoose Bay, BC",UBC,1,1,4,"2008-04-18 11:42:22"
2161,,10,0,Nic,Edgson,0,13,0,6.01,220,,"West Vancouver, BC","Idaho State",0,0,4,"2008-04-18 11:42:22"
2163,386725,,135523,Terriss,Paliwoda,61,9,0,6.04,301,1984-05-26,"Edmonton, AB","Edmonton Wildcats",1,1,,"2008-04-18 11:42:21"
2165,,10,0,Robert,Chase,0,4,1,6.04,210,1983-10-15,"Irving, TX","Southern Methodist",1,1,4,"2008-04-18 11:42:21"
2167,,10,0,Chris,Mizell,17,3,1,6.04,250,1985-02-02,"New York, NY",Pennsylvania,1,1,4,"2008-04-18 11:42:21"
2169,,10,0,Ryan,Jeffrey,0,8,0,6.03,275,1981-08-07,"Lyn, ON","Wilfrid Laurier",1,1,4,"2008-04-18 11:42:21"
2171,,10,0,Jason,Russell,66,9,1,6.06,300,1982-07-23,"Hilliard, AK","Central Arkansas",1,1,4,"2008-04-18 11:42:21"
2173,,10,0,Matt,Roth,61,9,1,6.06,305,1984-11-22,"Buffalo, NY","St. John Fisher",1,1,4,"2008-04-18 11:42:22"
2175,,10,0,Ryan,Cubit,14,1,1,6.02,210,1982-11-07,"Philadelphia, PA","Western Michigan",1,1,4,"2008-04-18 11:42:22"
2177,246014,4,134149,Tearrius,George,93,21,1,6.04,277,1982-12-03,"Fayetteville, NC","Kansas State",5,8,3,
2179,236670,10,77558,Ken,Simonton,24,2,1,5.07,202,1979-06-07,"Pittsburg, CA","Oregon State",1,1,4,"2008-04-18 11:42:21"
2181,,10,0,Michael,Brown,44,13,1,5.10,220,1980-01-16,"Louisville, KY",Louisville,1,1,4,"2008-04-18 11:42:18"
2183,,10,0,Eugene,Kwarteng,79,21,1,6.03,250,1983-11-25,"Accra, Ghana",Louisiana-Lafayette,1,1,4,"2008-04-18 11:42:22"
2185,386125,10,115493,Chad,Friehauf,16,1,1,6.06,220,1983-08-31,"Brush, CO","Colorado School of Mines",1,1,4,"2008-04-18 11:42:22"
2187,,10,0,Ricky,Williams,26,11,1,5.10,193,1983-10-26,"St. Petersburg, FL",Bethune-Cookman,1,1,4,"2008-04-18 11:42:22"
2189,,10,0,Ahmad,Treaudo,31,11,1,5.11,187,1982-04-15,"New Orleans, LA",Southern,1,1,4,"2008-04-18 11:42:22"
2191,386672,2,134689,Rob,Cote,26,2,0,6.01,225,1986-07-05,"Calgary, AB","Victoria Rebels",9,9,3,
2193,24770,10,49469,Akili,Smith,17,1,1,6.03,220,1975-08-21,"San Diego, CA",Oregon,1,1,4,"2008-04-18 11:42:22"
2195,,10,0,Alonzo,Jackson,97,21,1,6.04,255,1980-09-15,"Americus, GA","Florida State",0,0,4,"2008-04-18 11:42:22"
2197,213997,10,132303,Brandon,Browner,27,11,1,6.03,210,1984-08-02,"Pacoima, CA","Oregon State",4,4,3,
2199,,10,0,Tim,Smith,0,3,0,6.00,235,1984-06-05,"Ottawa, ON","Simon Fraser",1,1,4,"2008-04-18 11:42:21"
2201,,10,0,William,Mayfield,30,4,1,6.02,220,1984-05-06,"Durham, North Carolina","Appalachian State",1,1,4,"2008-04-18 11:42:22"
